[2024-11-20 19:16:02] Open: 94302.48, High: 94343.43, Low: 94302.48, Close: 94343.43
[2024-11-23 02:02:00] Open: 98798.36, High: 98898.41, Low: 98794.48, Close: 98898.41
[2024-11-23 02:03:04] Open: 98922.06, High: 98952.21, Low: 98889.71, Close: 98894.89
[2024-11-23 02:04:03] Open: 98905.71, High: 98911.73, Low: 98871.64, Close: 98905.48
[2024-11-23 02:05:01] Open: 98930.18, High: 98944.61, Low: 98885.75, Close: 98944.13
[2024-11-23 02:06:04] Open: 98940.61, High: 98940.61, Low: 98889.83, Close: 98922.44
[2024-11-23 02:07:03] Open: 98899.91, High: 98899.92, Low: 98869.15, Close: 98869.16
[2024-11-23 02:08:02] Open: 98874.59, High: 98880.13, Low: 98808.18, Close: 98809.26
[2024-11-23 02:09:00] Open: 98816.95, High: 98852.02, Low: 98772.77, Close: 98772.77
[2024-11-23 02:10:04] Open: 98806.87, High: 98860.61, Low: 98806.87, Close: 98860.61
[2024-11-23 02:11:03] Open: 98868.32, High: 98974.81, Low: 98868.32, Close: 98962.69
[2024-11-23 02:12:01] Open: 98962.01, High: 98986.98, Low: 98951.62, Close: 98986.98
[2024-11-23 02:13:05] Open: 98980.29, High: 99006.80, Low: 98980.29, Close: 99006.80
[2024-11-23 02:14:03] Open: 99010.30, High: 99026.19, Low: 98966.91, Close: 98966.91
[2024-11-23 02:15:01] Open: 98966.12, High: 98966.12, Low: 98948.45, Close: 98960.31
[2024-11-23 02:16:00] Open: 98959.13, High: 98959.13, Low: 98889.00, Close: 98889.00
[2024-11-23 02:17:03] Open: 98911.31, High: 98914.79, Low: 98884.45, Close: 98897.57
[2024-11-23 02:18:02] Open: 98884.44, High: 98904.92, Low: 98883.51, Close: 98886.99
[2024-11-23 02:19:01] Open: 98885.82, High: 98904.78, Low: 98871.59, Close: 98872.06
[2024-11-23 02:20:05] Open: 98874.26, High: 98912.46, Low: 98862.11, Close: 98912.46
[2024-11-23 02:21:02] Open: 98904.27, High: 98914.49, Low: 98904.27, Close: 98911.54
[2024-11-23 02:22:01] Open: 98911.54, High: 98911.56, Low: 98903.98, Close: 98905.69
[2024-11-23 02:23:00] Open: 98906.29, High: 98906.29, Low: 98879.43, Close: 98879.43
[2024-11-23 02:24:03] Open: 98879.43, High: 98923.77, Low: 98879.43, Close: 98923.77
[2024-11-23 02:25:01] Open: 98919.61, High: 98923.76, Low: 98893.71, Close: 98893.76
[2024-11-23 02:26:04] Open: 98893.74, High: 98893.74, Low: 98825.06, Close: 98825.06
[2024-11-23 02:27:02] Open: 98828.85, High: 98837.71, Low: 98814.92, Close: 98814.92
[2024-11-23 02:28:02] Open: 98796.44, High: 98849.75, Low: 98796.44, Close: 98841.10
[2024-11-23 02:29:00] Open: 98841.65, High: 98859.86, Low: 98833.40, Close: 98845.20
[2024-11-23 02:30:03] Open: 98846.24, High: 98897.49, Low: 98846.24, Close: 98881.49
[2024-11-23 02:31:02] Open: 98881.48, High: 98881.98, Low: 98876.65, Close: 98881.98
[2024-11-23 02:32:01] Open: 98851.45, High: 98851.45, Low: 98809.80, Close: 98840.10
[2024-11-23 02:33:04] Open: 98825.97, High: 98849.97, Low: 98791.70, Close: 98848.42
[2024-11-23 02:34:03] Open: 98864.74, High: 98878.59, Low: 98855.27, Close: 98867.04
[2024-11-23 02:35:02] Open: 98867.14, High: 98870.08, Low: 98853.75, Close: 98864.17
[2024-11-23 02:36:00] Open: 98875.27, High: 98901.90, Low: 98868.29, Close: 98899.05
[2024-11-23 02:37:04] Open: 98899.05, High: 98916.33, Low: 98892.05, Close: 98906.85
[2024-11-23 02:38:02] Open: 98864.13, High: 98925.36, Low: 98857.73, Close: 98925.36
[2024-11-23 02:39:01] Open: 98932.00, High: 98932.00, Low: 98884.34, Close: 98884.34
[2024-11-23 02:40:05] Open: 98884.35, High: 98899.93, Low: 98884.34, Close: 98899.93
[2024-11-23 02:41:03] Open: 98874.76, High: 98875.78, Low: 98859.09, Close: 98867.92
[2024-11-23 02:42:02] Open: 98901.58, High: 98940.78, Low: 98901.58, Close: 98932.45
[2024-11-23 02:43:01] Open: 98932.46, High: 98939.60, Low: 98900.59, Close: 98900.60
[2024-11-23 02:44:00] Open: 98900.59, High: 98923.08, Low: 98875.13, Close: 98923.08
[2024-11-23 02:45:03] Open: 98924.29, High: 98924.29, Low: 98901.85, Close: 98901.85
[2024-11-23 02:46:02] Open: 98901.86, High: 98938.53, Low: 98901.85, Close: 98938.53
[2024-11-23 02:47:01] Open: 98942.09, High: 98946.38, Low: 98926.02, Close: 98946.33
[2024-11-23 02:48:05] Open: 98939.99, High: 98970.98, Low: 98939.56, Close: 98967.29
[2024-11-23 02:49:03] Open: 98958.25, High: 99029.68, Low: 98958.25, Close: 99029.68
[2024-11-23 02:50:00] Open: 99032.44, High: 99032.44, Low: 99007.91, Close: 99019.28
[2024-11-23 02:51:04] Open: 99015.85, High: 99016.71, Low: 98981.09, Close: 99016.71
[2024-11-23 02:52:02] Open: 98995.60, High: 98995.88, Low: 98967.97, Close: 98979.75
[2024-11-23 02:53:01] Open: 98980.39, High: 98982.09, Low: 98935.18, Close: 98946.27
[2024-11-23 02:54:00] Open: 98957.29, High: 98958.89, Low: 98933.23, Close: 98945.64
[2024-11-23 02:55:03] Open: 98951.54, High: 98988.70, Low: 98951.54, Close: 98973.01
[2024-11-23 02:56:02] Open: 98997.31, High: 99021.89, Low: 98997.31, Close: 99004.10
[2024-11-23 02:57:05] Open: 99002.91, High: 99029.74, Low: 99002.91, Close: 99026.27
[2024-11-23 02:58:04] Open: 99024.70, High: 99037.68, Low: 99005.04, Close: 99026.30
[2024-11-23 02:59:03] Open: 99026.30, High: 99030.63, Low: 98995.01, Close: 99030.63
[2024-11-23 03:00:01] Open: 99021.26, High: 99024.03, Low: 99003.03, Close: 99024.03
[2024-11-23 03:01:00] Open: 99022.18, High: 99022.18, Low: 99000.18, Close: 99013.42
[2024-11-23 03:02:04] Open: 99009.35, High: 99013.05, Low: 98972.12, Close: 98972.12
[2024-11-23 03:03:03] Open: 98967.02, High: 98991.75, Low: 98961.67, Close: 98961.67
[2024-11-23 03:04:02] Open: 98971.41, High: 98971.41, Low: 98935.90, Close: 98935.90
[2024-11-23 03:05:01] Open: 98935.91, High: 98935.91, Low: 98903.20, Close: 98912.26
[2024-11-23 03:06:04] Open: 98895.74, High: 98899.37, Low: 98819.19, Close: 98821.29
[2024-11-23 03:07:03] Open: 98828.46, High: 98916.60, Low: 98828.46, Close: 98908.08
[2024-11-23 03:08:01] Open: 98900.87, High: 98912.48, Low: 98873.92, Close: 98879.17
[2024-11-23 03:09:05] Open: 98877.56, High: 98877.56, Low: 98802.96, Close: 98802.96
[2024-11-23 03:10:03] Open: 98814.81, High: 98814.81, Low: 98800.56, Close: 98810.06
[2024-11-23 03:11:01] Open: 98805.54, High: 98844.94, Low: 98804.96, Close: 98829.90
[2024-11-23 03:12:00] Open: 98823.14, High: 98834.69, Low: 98801.89, Close: 98801.89
[2024-11-23 03:13:03] Open: 98801.91, High: 98812.89, Low: 98770.00, Close: 98779.96
[2024-11-23 03:14:01] Open: 98744.18, High: 98790.07, Low: 98744.18, Close: 98790.07
[2024-11-23 03:15:00] Open: 98776.35, High: 98828.01, Low: 98776.35, Close: 98819.34
[2024-11-23 03:16:04] Open: 98810.87, High: 98815.99, Low: 98795.67, Close: 98806.93
[2024-11-23 03:17:03] Open: 98807.05, High: 98828.63, Low: 98807.05, Close: 98813.60
[2024-11-23 03:18:01] Open: 98822.25, High: 98867.93, Low: 98822.25, Close: 98867.93
[2024-11-23 03:19:00] Open: 98868.55, High: 98918.84, Low: 98868.55, Close: 98906.72
[2024-11-23 03:20:04] Open: 98916.64, High: 98969.50, Low: 98907.79, Close: 98969.50
[2024-11-23 03:21:02] Open: 98969.32, High: 98993.90, Low: 98963.63, Close: 98963.63
[2024-11-23 03:22:01] Open: 98963.63, High: 98963.63, Low: 98905.86, Close: 98905.86
[2024-11-23 03:23:04] Open: 98905.85, High: 98912.88, Low: 98863.31, Close: 98894.82
[2024-11-23 03:24:03] Open: 98863.31, High: 98888.90, Low: 98851.09, Close: 98888.90
[2024-11-23 03:25:02] Open: 98863.64, High: 98877.91, Low: 98846.24, Close: 98868.30
[2024-11-23 03:26:00] Open: 98891.45, High: 98961.83, Low: 98891.45, Close: 98955.83
[2024-11-23 03:27:04] Open: 98963.20, High: 99018.15, Low: 98963.20, Close: 99001.68
[2024-11-23 03:28:02] Open: 98994.09, High: 99019.97, Low: 98981.53, Close: 99019.97
[2024-11-23 03:29:01] Open: 99012.25, High: 99036.65, Low: 99009.68, Close: 99036.65
[2024-11-23 03:30:04] Open: 99033.39, High: 99033.39, Low: 98956.35, Close: 98956.70
[2024-11-23 03:31:03] Open: 98986.77, High: 99000.78, Low: 98962.90, Close: 99000.78
[2024-11-23 03:32:01] Open: 99006.62, High: 99021.00, Low: 98941.52, Close: 98948.53
[2024-11-23 03:33:00] Open: 98941.97, High: 98945.72, Low: 98881.79, Close: 98894.24
[2024-11-23 03:34:03] Open: 98884.63, High: 98884.63, Low: 98838.23, Close: 98838.23
[2024-11-23 03:35:03] Open: 98859.68, High: 98911.98, Low: 98841.43, Close: 98847.17
[2024-11-23 03:36:02] Open: 98826.35, High: 98841.34, Low: 98807.32, Close: 98811.60
[2024-11-23 03:37:00] Open: 98813.24, High: 98857.40, Low: 98813.22, Close: 98857.40
[2024-11-23 03:38:00] Open: 98883.55, High: 98883.55, Low: 98841.06, Close: 98844.87
[2024-11-23 03:39:03] Open: 98848.08, High: 98868.84, Low: 98803.84, Close: 98803.84
[2024-11-23 03:40:02] Open: 98806.84, High: 98826.23, Low: 98756.70, Close: 98780.36
[2024-11-23 03:41:00] Open: 98784.09, High: 98817.15, Low: 98775.48, Close: 98795.35
[2024-11-23 03:42:04] Open: 98782.69, High: 98828.97, Low: 98782.69, Close: 98800.01
[2024-11-23 03:43:02] Open: 98788.03, High: 98803.50, Low: 98782.06, Close: 98782.06
[2024-11-23 03:44:00] Open: 98769.12, High: 98779.37, Low: 98756.14, Close: 98766.95
[2024-11-23 03:45:04] Open: 98759.99, High: 98774.80, Low: 98744.60, Close: 98769.08
[2024-11-23 03:46:02] Open: 98769.09, High: 98770.46, Low: 98731.68, Close: 98731.68
[2024-11-23 03:47:00] Open: 98729.49, High: 98742.18, Low: 98709.56, Close: 98742.18
[2024-11-23 03:48:04] Open: 98736.66, High: 98741.50, Low: 98709.42, Close: 98709.42
[2024-11-23 03:49:02] Open: 98700.01, High: 98734.91, Low: 98700.00, Close: 98734.91
[2024-11-23 03:50:01] Open: 98728.23, High: 98728.23, Low: 98681.24, Close: 98685.42
[2024-11-23 03:51:04] Open: 98686.43, High: 98710.07, Low: 98679.68, Close: 98697.76
[2024-11-23 03:52:02] Open: 98706.30, High: 98741.14, Low: 98701.82, Close: 98708.47
[2024-11-23 03:53:01] Open: 98691.78, High: 98720.16, Low: 98691.78, Close: 98720.16
[2024-11-23 03:54:04] Open: 98713.37, High: 98741.65, Low: 98712.93, Close: 98712.93
[2024-11-23 03:55:02] Open: 98712.92, High: 98746.43, Low: 98704.41, Close: 98741.64
[2024-11-23 03:56:01] Open: 98728.59, High: 98769.04, Low: 98728.59, Close: 98764.98
[2024-11-23 03:57:04] Open: 98749.59, High: 98778.44, Low: 98747.96, Close: 98778.44
[2024-11-23 03:58:03] Open: 98775.71, High: 98824.19, Low: 98750.27, Close: 98824.19
[2024-11-23 03:59:02] Open: 98818.99, High: 98840.40, Low: 98808.36, Close: 98835.85
[2024-11-23 04:00:00] Open: 98834.41, High: 98834.43, Low: 98758.15, Close: 98758.15
[2024-11-23 04:01:04] Open: 98750.55, High: 98750.55, Low: 98713.77, Close: 98747.51
[2024-11-23 04:02:03] Open: 98747.41, High: 98784.60, Low: 98747.41, Close: 98765.45
[2024-11-23 04:03:02] Open: 98766.07, High: 98776.20, Low: 98740.91, Close: 98740.91
[2024-11-23 04:04:01] Open: 98741.30, High: 98748.33, Low: 98712.66, Close: 98712.66
[2024-11-23 04:05:05] Open: 98678.76, High: 98678.76, Low: 98650.60, Close: 98664.28
[2024-11-23 04:06:03] Open: 98697.22, High: 98701.66, Low: 98673.67, Close: 98700.34
[2024-11-23 04:07:02] Open: 98720.35, High: 98726.66, Low: 98709.29, Close: 98723.40
[2024-11-23 04:08:00] Open: 98733.03, High: 98742.21, Low: 98727.68, Close: 98742.21
[2024-11-23 04:09:03] Open: 98736.08, High: 98761.61, Low: 98736.08, Close: 98752.60
[2024-11-23 04:10:03] Open: 98752.66, High: 98755.57, Low: 98705.03, Close: 98718.39
[2024-11-23 04:11:02] Open: 98710.78, High: 98723.85, Low: 98683.73, Close: 98701.80
[2024-11-23 04:12:00] Open: 98724.44, High: 98730.40, Low: 98704.99, Close: 98705.00
[2024-11-23 04:13:05] Open: 98704.99, High: 98708.74, Low: 98690.25, Close: 98690.25
[2024-11-23 04:14:03] Open: 98690.09, High: 98743.43, Low: 98690.09, Close: 98734.90
[2024-11-23 04:15:02] Open: 98725.13, High: 98735.03, Low: 98702.80, Close: 98703.11
[2024-11-23 04:16:00] Open: 98706.05, High: 98729.36, Low: 98699.90, Close: 98717.23
[2024-11-23 04:17:04] Open: 98724.21, High: 98752.43, Low: 98721.98, Close: 98721.98
[2024-11-23 04:18:03] Open: 98735.64, High: 98736.91, Low: 98697.77, Close: 98697.78
[2024-11-23 04:19:01] Open: 98697.77, High: 98699.14, Low: 98682.30, Close: 98683.06
[2024-11-23 04:20:00] Open: 98682.29, High: 98682.77, Low: 98649.87, Close: 98661.65
[2024-11-23 04:21:03] Open: 98671.55, High: 98675.66, Low: 98649.87, Close: 98661.58
[2024-11-23 04:22:01] Open: 98689.48, High: 98689.48, Low: 98650.09, Close: 98651.90
[2024-11-23 04:23:00] Open: 98646.95, High: 98651.41, Low: 98569.26, Close: 98585.45
[2024-11-23 04:24:04] Open: 98572.23, High: 98572.23, Low: 98530.58, Close: 98559.91
[2024-11-23 04:25:03] Open: 98560.80, High: 98580.37, Low: 98560.79, Close: 98561.30
[2024-11-23 04:26:01] Open: 98544.05, High: 98552.93, Low: 98508.61, Close: 98513.04
[2024-11-23 04:27:05] Open: 98505.39, High: 98519.70, Low: 98464.36, Close: 98514.75
[2024-11-23 04:28:03] Open: 98508.50, High: 98533.16, Low: 98496.70, Close: 98514.99
[2024-11-23 04:29:01] Open: 98555.33, High: 98566.01, Low: 98548.85, Close: 98551.76
[2024-11-23 04:30:05] Open: 98544.43, High: 98547.39, Low: 98491.90, Close: 98498.55
[2024-11-23 04:31:03] Open: 98499.40, High: 98531.85, Low: 98466.34, Close: 98467.07
[2024-11-23 04:32:01] Open: 98467.06, High: 98502.22, Low: 98467.06, Close: 98469.54
[2024-11-23 04:33:00] Open: 98467.07, High: 98472.47, Low: 98445.85, Close: 98449.11
[2024-11-23 04:34:03] Open: 98448.45, High: 98536.90, Low: 98437.40, Close: 98536.77
[2024-11-23 04:35:02] Open: 98537.09, High: 98600.60, Low: 98537.09, Close: 98573.88
[2024-11-23 04:36:00] Open: 98563.67, High: 98623.18, Low: 98547.16, Close: 98607.56
[2024-11-23 04:37:04] Open: 98623.12, High: 98633.98, Low: 98614.20, Close: 98614.21
[2024-11-23 04:38:04] Open: 98614.21, High: 98614.21, Low: 98573.66, Close: 98587.81
[2024-11-23 04:39:02] Open: 98604.52, High: 98604.52, Low: 98553.21, Close: 98588.50
[2024-11-23 04:40:00] Open: 98588.43, High: 98594.69, Low: 98577.89, Close: 98590.16
[2024-11-23 04:41:04] Open: 98589.79, High: 98599.64, Low: 98562.95, Close: 98599.64
[2024-11-23 04:42:03] Open: 98599.63, High: 98599.63, Low: 98533.99, Close: 98533.99
[2024-11-23 04:43:02] Open: 98534.00, High: 98534.00, Low: 98479.01, Close: 98479.01
[2024-11-23 04:44:01] Open: 98485.59, High: 98513.32, Low: 98441.19, Close: 98500.29
[2024-11-23 04:45:05] Open: 98511.35, High: 98548.55, Low: 98511.35, Close: 98525.21
[2024-11-23 04:46:03] Open: 98517.74, High: 98538.46, Low: 98495.14, Close: 98538.46
[2024-11-23 04:47:01] Open: 98545.30, High: 98560.50, Low: 98490.99, Close: 98499.50
[2024-11-23 04:48:00] Open: 98515.75, High: 98569.61, Low: 98515.74, Close: 98569.61
[2024-11-23 04:49:04] Open: 98591.29, High: 98629.95, Low: 98583.31, Close: 98583.31
[2024-11-23 04:50:02] Open: 98583.54, High: 98653.33, Low: 98583.32, Close: 98653.33
[2024-11-23 04:51:00] Open: 98653.19, High: 98707.22, Low: 98653.19, Close: 98694.44
[2024-11-23 04:52:04] Open: 98703.66, High: 98785.79, Low: 98703.66, Close: 98785.79
[2024-11-23 04:53:02] Open: 98754.21, High: 98792.10, Low: 98725.15, Close: 98784.81
[2024-11-23 04:54:01] Open: 98784.81, High: 98784.81, Low: 98762.68, Close: 98762.69
[2024-11-23 04:55:04] Open: 98762.68, High: 98763.99, Low: 98733.82, Close: 98755.04
[2024-11-23 04:56:03] Open: 98755.45, High: 98764.01, Low: 98732.40, Close: 98734.38
[2024-11-23 04:57:01] Open: 98728.40, High: 98743.37, Low: 98713.35, Close: 98713.36
[2024-11-23 04:58:04] Open: 98713.35, High: 98736.53, Low: 98701.70, Close: 98736.53
[2024-11-23 04:59:03] Open: 98736.54, High: 98756.34, Low: 98724.58, Close: 98724.58
[2024-11-23 05:00:01] Open: 98721.55, High: 98721.55, Low: 98715.33, Close: 98715.33
[2024-11-23 05:01:05] Open: 98691.09, High: 98691.10, Low: 98655.81, Close: 98655.81
[2024-11-23 05:02:03] Open: 98650.39, High: 98691.52, Low: 98650.34, Close: 98680.74
[2024-11-23 05:03:02] Open: 98663.60, High: 98683.94, Low: 98661.19, Close: 98661.19
[2024-11-23 05:04:01] Open: 98661.20, High: 98673.33, Low: 98661.19, Close: 98673.33
[2024-11-23 05:05:05] Open: 98661.43, High: 98673.41, Low: 98612.72, Close: 98615.48
[2024-11-23 05:06:03] Open: 98614.33, High: 98621.19, Low: 98561.20, Close: 98561.20
[2024-11-23 05:07:01] Open: 98585.17, High: 98592.45, Low: 98550.35, Close: 98550.36
[2024-11-23 05:08:04] Open: 98550.36, High: 98597.41, Low: 98550.36, Close: 98594.88
[2024-11-23 05:09:02] Open: 98581.12, High: 98601.81, Low: 98564.55, Close: 98579.62
[2024-11-23 05:10:00] Open: 98573.25, High: 98573.25, Low: 98558.56, Close: 98558.56
[2024-11-23 05:11:03] Open: 98558.57, High: 98568.88, Low: 98555.00, Close: 98555.03
[2024-11-23 05:12:01] Open: 98555.08, High: 98555.08, Low: 98523.62, Close: 98530.94
[2024-11-23 05:13:04] Open: 98550.01, High: 98551.87, Low: 98505.19, Close: 98507.39
[2024-11-23 05:14:04] Open: 98505.19, High: 98512.43, Low: 98479.06, Close: 98482.90
[2024-11-23 05:15:02] Open: 98483.99, High: 98483.99, Low: 98431.33, Close: 98479.71
[2024-11-23 05:16:01] Open: 98461.74, High: 98495.96, Low: 98461.74, Close: 98495.96
[2024-11-23 05:17:04] Open: 98497.99, High: 98538.99, Low: 98489.61, Close: 98538.99
[2024-11-23 05:18:03] Open: 98532.08, High: 98532.70, Low: 98500.08, Close: 98515.15
[2024-11-23 05:19:01] Open: 98523.70, High: 98537.84, Low: 98513.59, Close: 98525.22
[2024-11-23 05:20:00] Open: 98537.00, High: 98537.00, Low: 98500.10, Close: 98500.10
[2024-11-23 05:21:04] Open: 98481.82, High: 98488.76, Low: 98462.55, Close: 98462.55
[2024-11-23 05:22:03] Open: 98463.62, High: 98498.70, Low: 98451.39, Close: 98498.70
[2024-11-23 05:23:01] Open: 98496.48, High: 98506.32, Low: 98477.49, Close: 98477.49
[2024-11-23 05:24:04] Open: 98467.72, High: 98487.14, Low: 98457.81, Close: 98485.34
[2024-11-23 05:25:02] Open: 98503.88, High: 98512.42, Low: 98489.34, Close: 98503.81
[2024-11-23 05:26:01] Open: 98509.05, High: 98523.05, Low: 98502.06, Close: 98519.85
[2024-11-23 05:27:04] Open: 98515.63, High: 98562.12, Low: 98515.63, Close: 98535.89
[2024-11-23 05:28:03] Open: 98530.29, High: 98568.61, Low: 98530.29, Close: 98561.92
[2024-11-23 05:29:02] Open: 98559.81, High: 98563.40, Low: 98548.75, Close: 98558.10
[2024-11-23 05:30:00] Open: 98566.54, High: 98583.80, Low: 98566.03, Close: 98575.38
[2024-11-23 05:31:04] Open: 98584.85, High: 98623.53, Low: 98570.01, Close: 98570.01
[2024-11-23 05:32:02] Open: 98577.13, High: 98599.83, Low: 98562.60, Close: 98592.62
[2024-11-23 05:33:00] Open: 98576.58, High: 98576.58, Low: 98544.71, Close: 98546.74
[2024-11-23 05:34:04] Open: 98560.80, High: 98560.80, Low: 98532.34, Close: 98546.00
[2024-11-23 05:35:02] Open: 98543.66, High: 98552.46, Low: 98530.16, Close: 98537.73
[2024-11-23 05:36:01] Open: 98543.89, High: 98551.06, Low: 98534.05, Close: 98535.01
[2024-11-23 05:37:00] Open: 98535.00, High: 98535.00, Low: 98449.08, Close: 98497.98
[2024-11-23 05:38:03] Open: 98497.98, High: 98508.71, Low: 98424.67, Close: 98455.40
[2024-11-23 05:39:02] Open: 98463.40, High: 98477.00, Low: 98435.83, Close: 98472.82
[2024-11-23 05:40:00] Open: 98475.00, High: 98508.24, Low: 98448.83, Close: 98508.24
[2024-11-23 05:41:03] Open: 98511.10, High: 98546.42, Low: 98498.50, Close: 98527.12
[2024-11-23 05:42:01] Open: 98530.30, High: 98537.50, Low: 98523.92, Close: 98527.59
[2024-11-23 05:43:05] Open: 98537.50, High: 98539.00, Low: 98505.01, Close: 98513.96
[2024-11-23 05:44:03] Open: 98515.83, High: 98609.85, Low: 98515.83, Close: 98605.19
[2024-11-23 05:45:02] Open: 98615.65, High: 98673.08, Low: 98615.65, Close: 98673.08
[2024-11-23 05:46:00] Open: 98672.44, High: 98678.74, Low: 98656.52, Close: 98674.33
[2024-11-23 05:47:04] Open: 98674.25, High: 98674.25, Low: 98628.42, Close: 98639.61
[2024-11-23 05:48:02] Open: 98624.14, High: 98649.25, Low: 98624.14, Close: 98649.25
[2024-11-23 05:49:00] Open: 98648.09, High: 98699.66, Low: 98628.94, Close: 98694.38
[2024-11-23 05:50:04] Open: 98692.11, High: 98694.07, Low: 98658.37, Close: 98658.37
[2024-11-23 05:51:02] Open: 98663.02, High: 98745.99, Low: 98663.02, Close: 98729.05
[2024-11-23 05:52:00] Open: 98726.77, High: 98728.27, Low: 98697.19, Close: 98700.07
[2024-11-23 05:53:04] Open: 98697.57, High: 98697.57, Low: 98658.49, Close: 98668.35
[2024-11-23 05:54:03] Open: 98652.72, High: 98652.72, Low: 98559.48, Close: 98588.07
[2024-11-23 05:55:01] Open: 98580.73, High: 98639.91, Low: 98570.04, Close: 98639.91
[2024-11-23 05:56:04] Open: 98643.47, High: 98643.47, Low: 98607.49, Close: 98609.11
[2024-11-23 05:57:02] Open: 98611.46, High: 98611.46, Low: 98565.64, Close: 98565.64
[2024-11-23 05:58:02] Open: 98565.64, High: 98570.02, Low: 98558.36, Close: 98567.68
[2024-11-23 05:59:01] Open: 98593.29, High: 98609.03, Low: 98593.29, Close: 98609.02
[2024-11-23 06:00:04] Open: 98609.06, High: 98609.09, Low: 98601.98, Close: 98601.98
[2024-11-23 06:01:02] Open: 98594.29, High: 98649.38, Low: 98594.29, Close: 98605.10
[2024-11-23 06:02:00] Open: 98611.01, High: 98670.05, Low: 98611.01, Close: 98667.25
[2024-11-23 06:03:04] Open: 98655.81, High: 98688.82, Low: 98655.81, Close: 98688.82
[2024-11-23 06:04:03] Open: 98686.09, High: 98733.03, Low: 98686.09, Close: 98700.68
[2024-11-23 06:05:01] Open: 98692.54, High: 98699.52, Low: 98661.32, Close: 98662.23
[2024-11-23 06:06:04] Open: 98664.62, High: 98664.62, Low: 98624.65, Close: 98625.35
[2024-11-23 06:07:03] Open: 98611.73, High: 98611.73, Low: 98558.02, Close: 98558.02
[2024-11-23 06:08:02] Open: 98545.32, High: 98545.32, Low: 98529.35, Close: 98541.87
[2024-11-23 06:09:01] Open: 98537.09, High: 98573.55, Low: 98535.22, Close: 98548.84
[2024-11-23 06:10:05] Open: 98543.24, High: 98600.00, Low: 98543.24, Close: 98600.00
[2024-11-23 06:11:03] Open: 98602.25, High: 98609.78, Low: 98602.25, Close: 98606.27
[2024-11-23 06:12:02] Open: 98599.83, High: 98652.37, Low: 98599.83, Close: 98652.37
[2024-11-23 06:13:00] Open: 98652.37, High: 98720.07, Low: 98652.37, Close: 98720.07
[2024-11-23 06:14:03] Open: 98720.07, High: 98750.22, Low: 98720.07, Close: 98750.22
[2024-11-23 06:15:01] Open: 98747.70, High: 98752.71, Low: 98732.46, Close: 98744.94
[2024-11-23 06:16:00] Open: 98751.51, High: 98766.34, Low: 98709.26, Close: 98709.26
[2024-11-23 06:17:03] Open: 98721.78, High: 98757.21, Low: 98721.78, Close: 98750.35
[2024-11-23 06:18:02] Open: 98754.25, High: 98812.99, Low: 98754.25, Close: 98803.89
[2024-11-23 06:19:00] Open: 98807.48, High: 98879.77, Low: 98807.48, Close: 98879.77
[2024-11-23 06:20:04] Open: 98873.11, High: 98873.11, Low: 98832.96, Close: 98832.98
[2024-11-23 06:21:02] Open: 98832.95, High: 98832.95, Low: 98815.46, Close: 98820.97
[2024-11-23 06:22:01] Open: 98820.95, High: 98828.55, Low: 98810.84, Close: 98818.53
[2024-11-23 06:23:00] Open: 98787.63, High: 98811.63, Low: 98771.68, Close: 98791.00
[2024-11-23 06:24:03] Open: 98781.51, High: 98882.45, Low: 98781.51, Close: 98882.45
[2024-11-23 06:25:02] Open: 98889.41, High: 98900.91, Low: 98867.72, Close: 98900.91
[2024-11-23 06:26:00] Open: 98900.90, High: 98907.55, Low: 98874.10, Close: 98907.55
[2024-11-23 06:27:04] Open: 98931.24, High: 98931.24, Low: 98881.33, Close: 98881.33
[2024-11-23 06:28:02] Open: 98890.22, High: 98930.55, Low: 98886.76, Close: 98897.11
[2024-11-23 06:29:01] Open: 98905.34, High: 98916.90, Low: 98887.15, Close: 98900.00
[2024-11-23 06:30:04] Open: 98886.85, High: 98920.24, Low: 98866.46, Close: 98920.24
[2024-11-23 06:31:03] Open: 98922.76, High: 98943.52, Low: 98922.76, Close: 98932.79
[2024-11-23 06:32:01] Open: 98933.91, High: 98933.91, Low: 98883.03, Close: 98887.31
[2024-11-23 06:33:04] Open: 98883.59, High: 98896.35, Low: 98857.12, Close: 98857.12
[2024-11-23 06:34:03] Open: 98844.83, High: 98844.83, Low: 98824.09, Close: 98824.09
[2024-11-23 06:35:01] Open: 98824.09, High: 98824.09, Low: 98798.33, Close: 98816.46
[2024-11-23 06:36:00] Open: 98830.00, High: 98843.97, Low: 98830.00, Close: 98839.14
[2024-11-23 06:37:03] Open: 98837.04, High: 98894.73, Low: 98837.04, Close: 98894.73
[2024-11-23 06:38:02] Open: 98870.77, High: 98870.77, Low: 98807.32, Close: 98810.23
[2024-11-23 06:39:01] Open: 98789.85, High: 98789.85, Low: 98767.97, Close: 98767.97
[2024-11-23 06:40:00] Open: 98759.43, High: 98780.16, Low: 98733.21, Close: 98776.47
[2024-11-23 06:41:03] Open: 98772.60, High: 98775.78, Low: 98758.86, Close: 98758.88
[2024-11-23 06:42:01] Open: 98750.48, High: 98750.49, Low: 98743.93, Close: 98743.93
[2024-11-23 06:43:05] Open: 98744.09, High: 98761.10, Low: 98734.43, Close: 98761.10
[2024-11-23 06:44:03] Open: 98742.33, High: 98749.24, Low: 98728.62, Close: 98728.62
[2024-11-23 06:45:02] Open: 98728.98, High: 98750.90, Low: 98728.97, Close: 98738.87
